FUNCIÓN_DENOMINACIÓN,TIPO_URG,CENTRO_GESTOR,MES_1,MES_2,MES_3,MES_4,MES_5,MES_6,MES_7,MES_8,MES_9,MES_10,MES_11,MES_12,EJERCIDO_ENERO_AGOSTO
TRANSACCIONES DE LA DEUDA PUBLICA / COSTO FINANCIERO DE LA DEUDA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),SISTEMA DE TRANSPORTE COLECTIVO METRO,,,,,,,,,,,,,"313,735,278"
TRANSPORTE,DELEGACIONES,DELEGACIÓN CUAUHTÉMOC,,,,,,,,,,,,,"11,281,339"
TRANSPORTE,DELEGACIONES,DELEGACIÓN GUSTAVO A. MADERO,,,,,,,,,,,,,55
TRANSPORTE,DEPENDENCIAS,SECRETARÍA DE MOVILIDAD DEL DISTRITO FEDERAL,,,,,,,,,,,,,"373,598,501"
TRANSPORTE,DEPENDENCIAS,SECRETARÍA DE OBRAS Y SERVICIOS DEL DISTRITO FEDERAL,,,,,,,,,,,,,"2,120,125,750"
TRANSPORTE,ÓRGANOS DESCONCENTRADOS,COORDINACIÓN DE LOS CENTROS DE TRANSFERENCIA MODAL DEL DISTRITO FEDERAL,,,,,,,,,,,,,"24,392,696"
TRANSPORTE,ÓRGANOS DESCONCENTRADOS,ÓRGANO REGULADOR DE TRANSPORTE,,,,,,,,,,,,,0
TRANSPORTE,ÓRGANOS DESCONCENTRADOS,PROYECTO METRO DEL DISTRITO FEDERAL,,,,,,,,,,,,,"39,734,272"
TRANSPORTE,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FIDEICOMISO PARA EL FONDO DE PROMOCIÓN PARA EL FINANCIAMIENTO DEL TRANSPORTE PÚBLICO,,,,,,,,,,,,,0
TRANSPORTE,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),METROBÚS,,,,,,,,,,,,,"148,659,769"
TRANSPORTE,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),RED DE TRANSPORTE DE PASAJEROS DEL DISTRITO FEDERAL,,,,,,,,,,,,,"738,346,172"
TRANSPORTE,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),SERVICIO DE TRANSPORTES ELÉCTRICOS DEL DISTRITO FEDERAL,,,,,,,,,,,,,"316,117,756"
TRANSPORTE,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),"SERVICIOS METROPOLITANOS, S.A. DE C.V.",,,,,,,,,,,,,"30,752,867"
TRANSPORTE,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),SISTEMA DE TRANSPORTE COLECTIVO METRO,,,,,,,,,,,,,"4,618,182,588"
TURISMO,DELEGACIONES,DELEGACIÓN CUAJIMALPA DE MORELOS,,,,,,,,,,,,,"1,026,398"
TURISMO,DELEGACIONES,DELEGACIÓN CUAUHTÉMOC,,,,,,,,,,,,,"5,259,546"
TURISMO,DELEGACIONES,DELEGACIÓN MIGUEL HIDALGO,,,,,,,,,,,,,0
TURISMO,DELEGACIONES,DELEGACIÓN MILPA ALTA,,,,,,,,,,,,,"19,488"
TURISMO,DELEGACIONES,DELEGACIÓN TLÁHUAC,,,,,,,,,,,,,"699,488"
TURISMO,DELEGACIONES,DELEGACIÓN TLALPAN,,,,,,,,,,,,,0
TURISMO,DELEGACIONES,DELEGACIÓN XOCHIMILCO,,,,,,,,,,,,,"11,695,485"
TURISMO,DEPENDENCIAS,SECRETARÍA DE DESARROLLO RURAL Y EQUIDAD PARA LAS COMUNIDADES DEL DISTRITO FEDERAL,,,,,,,,,,,,,"1,274,750"
TURISMO,DEPENDENCIAS,SECRETARÍA DE TURISMO DEL DISTRITO FEDERAL,,,,,,,,,,,,,"49,065,888"
TURISMO,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FONDO MIXTO DE PROMOCIÓN TURÍSTICA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"70,491,055"
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN ÁLVARO OBREGÓN,,,,,,,,,,,,,"297,855,063"
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN AZCAPOTZALCO,,,,,,,,,,,,,"165,799,217"
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN BENITO JUÁREZ,,,,,,,,,,,,,"150,267,685"
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN COYOACÁN,,,,,,,,,,,,,"497,671,192"
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN CUAJIMALPA DE MORELOS,,,,,,,,,,,,,"202,949,866"
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN CUAUHTÉMOC,,,,,,,,,,,,,"374,735,863"
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN GUSTAVO A. MADERO,,,,,,,,,,,,,"806,153,718"
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN IZTACALCO,,,,,,,,,,,,,"231,433,026"
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN IZTAPALAPA,,,,,,,,,,,,,"1,085,529,057"
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN LA MAGDALENA CONTRERAS,,,,,,,,,,,,,"156,828,188"
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN MIGUEL HIDALGO,,,,,,,,,,,,,"149,932,951"
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN MILPA ALTA,,,,,,,,,,,,,"5,582,232"
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN TLÁHUAC,,,,,,,,,,,,,"124,822,066"
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN TLALPAN,,,,,,,,,,,,,"79,974,350"
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN VENUSTIANO CARRANZA,,,,,,,,,,,,,"321,388,753"
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN XOCHIMILCO,,,,,,,,,,,,,"92,035,074"
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DEPENDENCIAS,SECRETARÍA DE DESARROLLO SOCIAL DEL DISTRITO FEDERAL,,,,,,,,,,,,,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DEPENDENCIAS,SECRETARÍA DE DESARROLLO URBANO Y VIVIENDA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"91,883,563"
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DEPENDENCIAS,SECRETARÍA DE FINANZAS DEL DISTRITO FEDERAL,,,,,,,,,,,,,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DEPENDENCIAS,SECRETARÍA DE OBRAS Y SERVICIOS DEL DISTRITO FEDERAL,,,,,,,,,,,,,"1,212,183,517"
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DEPENDENCIAS,SECRETARÍA DE SALUD DEL DISTRITO FEDERAL,,,,,,,,,,,,,"8,330,913"
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DEPENDENCIAS,SECRETARÍA DE SEGURIDAD PÚBLICA DEL DISTRITO FEDERAL,,,,,,,,,,,,,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,ÓRGANOS DESCONCENTRADOS,AUTORIDAD DEL CENTRO HISTÓRICO,,,,,,,,,,,,,"59,678,882"
VIVIENDA Y SERVICIOS A LA COMUNIDAD,ÓRGANOS DESCONCENTRADOS,AUTORIDAD DEL ESPACIO PÚBLICO DEL DISTRITO FEDERAL,,,,,,,,,,,,,"32,586,118"
VIVIENDA Y SERVICIOS A LA COMUNIDAD,ÓRGANOS DESCONCENTRADOS,SISTEMA DE AGUAS DE LA CIUDAD DE MÉXICO,,,,,,,,,,,,,"3,137,862,340"
VIVIENDA Y SERVICIOS A LA COMUNIDAD,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),CAJA DE PREVISIÓN DE LA POLICÍA PREVENTIVA DEL DISTRITO FEDERAL,,,,,,,,,,,,,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),CAJA DE PREVISIÓN PARA TRABAJADORES A LISTA DE RAYA DEL GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,"29,870,744"
VIVIENDA Y SERVICIOS A LA COMUNIDAD,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FIDEICOMISO CENTRO HISTÓRICO DE LA CIUDAD DE MÉXICO,,,,,,,,,,,,,"45,463,765"
VIVIENDA Y SERVICIOS A LA COMUNIDAD,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FIDEICOMISO DE RECUPERACIÓN CREDITICIA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"25,863,339"
VIVIENDA Y SERVICIOS A LA COMUNIDAD,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),INSTITUTO DE VIVIENDA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"1,428,225,102"
VIVIENDA Y SERVICIOS A LA COMUNIDAD,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),"PROCDMX, S.A. DE C.V.",,,,,,,,,,,,,"7,910,702"
VIVIENDA Y SERVICIOS A LA COMUNIDAD,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),PROCURADURÍA SOCIAL DEL DISTRITO FEDERAL,,,,,,,,,,,,,"14,095,644"
VIVIENDA Y SERVICIOS A LA COMUNIDAD,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),SERVICIOS DE SALUD PÚBLICA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"14,922,834"
VIVIENDA Y SERVICIOS A LA COMUNIDAD,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),"SERVICIOS METROPOLITANOS, S.A. DE C.V.",,,,,,,,,,,,,"1,769,500"
VIVIENDA Y SERVICIOS A LA COMUNIDAD,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"515,809"
